"DATE","","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"31-Mar-16","NETWORK CHARGES/VISA/DEC","28494971006","31-Mar-16","2,28,609.95","","4,62,25,662.93",
"31-Mar-16","NETWORK CHARGES/VISA/JAN","28494900179","31-Mar-16","5,34,789.13","","4,56,90,873.80",
"31-Mar-16","NETWORK CHARGES/VISA/FEB","28494951220","31-Mar-16","91,075.13","","4,55,99,798.67",
"31-Mar-16","NETWORK CHARGES/VISA/MAR","28494899155","31-Mar-16","1,69,259.98","","4,54,30,538.69",
"31-Mar-16","NETWORK CHARGES/VISA/APR","28494930454","31-Mar-16","2,15,249.25","","4,52,15,289.44",
"31-Mar-16","NETWORK CHARGES/VISA/MAY","28494879572","31-Mar-16","1,50,474.10","","4,50,64,815.34",
"31-Mar-16","NETWORK CHARGES/VISA/JUN","28494920458","31-Mar-16","3,86,791.22","","4,46,78,024.12",
"31-Mar-16","NETWORK CHARGES/VISA/JUL","28494874982","31-Mar-16","1,82,585.03","","4,44,95,439.09",
"31-Mar-16","NETWORK CHARGES/VISA/AUG","28494969928","31-Mar-16","1,09,435.25","","4,43,86,003.84",
"31-Mar-16","NETWORK CHARGES/VISA/SEPT","28494869970","31-Mar-16","2,02,168.56","","4,41,83,835.28",
"31-Mar-16","NETWORK CHARGES/VISA/OCT","28494887309","31-Mar-16","2,32,241.02","","4,39,51,594.26",
"31-Mar-16","NETWORK CHARGES/VISA/NOV","28494893214","31-Mar-16","2,25,454.73","","4,37,26,139.53",
"31-Mar-16","NETWORK CHARGES/VISA/DEC","28494953339","31-Mar-16","1,30,671.60","","4,35,95,467.93",
"31-Mar-16","NETWORK CHARGES/VISA/JAN","28494912977","31-Mar-16","2,16,098.66","","4,33,79,369.27",
"31-Mar-16","NETWORK CHARGES/VISA/FEB","28494963302","31-Mar-16","95,336.98","","4,32,84,032.29",
"31-Mar-16","NETWORK CHARGES/VISA/MAR","28494892925","31-Mar-16","93,875.50","","4,31,90,156.79",
"31-Mar-16","NETWORK CHARGES/VISA/APR","28494905548","31-Mar-16","1,34,727.13","","4,30,55,429.66",
"31-Mar-16","NETWORK CHARGES/VISA/MAY","28494935283","31-Mar-16","32,935.00","","4,30,22,494.66",
"31-Mar-16","NETWORK CHARGES/VISA/JUNE","28494914194","31-Mar-16","79,170.36","","4,29,43,324.30",
"31-Mar-16","NETWORK CHARGES/MASTER/AU","28494962330","31-Mar-16","5,09,579.88","","4,24,33,744.42",
"31-Mar-16","NETWORK CHARGES/MASTER/SE","28494944124","31-Mar-16","2,25,418.14","","4,22,08,326.28",
"31-Mar-16","NETWORK CHARGES/MASTER/OC","28494970704","31-Mar-16","90,780.80","","4,21,17,545.48",
"31-Mar-16","NETWORK CHARGES/MASTER/NO","28494961657","31-Mar-16","3,99,930.00","","4,17,17,615.48",
"31-Mar-16","NETWORK CHARGES/MASTER/DE","28494914333","31-Mar-16","4,84,640.98","","4,12,32,974.50",
"31-Mar-16","NETWORK CHARGES/MASTER/JA","28494963806","31-Mar-16","70,058.55","","4,11,62,915.95",
"31-Mar-16","NETWORK CHARGES/MASTER/FE","28494973774","31-Mar-16","88,288.78","","4,10,74,627.17",
"31-Mar-16","NETWORK CHARGES/MASTER/MA","28494926290","31-Mar-16","85,779.25","","4,09,88,847.92",
"31-Mar-16","NETWORK CHARGES/MASTER/AP","28494971786","31-Mar-16","1,84,449.40","","4,08,04,398.52",
"31-Mar-16","NETWORK CHARGES/MASTER/MA","28494921207","31-Mar-16","2,52,989.09","","4,05,51,409.43",
"31-Mar-16","NETWORK CHARGES/MASTER/JU","28494929938","31-Mar-16","2,29,329.00","","4,03,22,080.43",
"31-Mar-16","MAW/502964XXXXXX2164/Karu","28494970134","31-Mar-16","","1,600.00","4,03,23,680.43",
"31-Mar-16","MAW/502964XXXXXX0146/Karu","28494954692","31-Mar-16","","1,600.00","4,03,25,280.43",
"31-Mar-16","MAW/502964XXXXXX7791/Karu","28494928645","31-Mar-16","","1,700.00","4,03,26,980.43",
"31-Mar-16","Indiaforensic AEPS NPCI WDL SET","28494882685","31-Mar-16","","1,43,51,900.00","5,46,78,880.43",
"31-Mar-16","CR820912526016/RMCPL14643/2","28494884391","31-Mar-16","500","","5,46,78,380.43",
"31-Mar-16","CR820916589443/RMCPL19766/2","28494880649","31-Mar-16","500","","5,46,77,880.43",
"31-Mar-16","CR820811281905/RMCPL19298/2","28494957244","31-Mar-16","500","","5,46,77,380.43",
"31-Mar-16","CR820812296862/RMCPL14136/2","28494915870","31-Mar-16","1,500.00","","5,46,75,880.43",
"31-Mar-16","CR820813311195/RMCPL15227/2","","28494931762","31-Mar-16","1,700.00","","5,46,74,180.43",
"31-Mar-16","CR820813303579/RMCPL18216/2","","28494973655","31-Mar-16","1,500.00","","5,46,72,680.43",
"31-Mar-16","CR820817363716/RMCPL16581/2","","28494913879","31-Mar-16","2,000.00","","5,46,70,680.43",
"31-Mar-16","CR820819397960/RMCPL25168/2","","28494871032","31-Mar-16","1,000.00","","5,46,69,680.43",
"31-Mar-16","CR820819397969/RMCPL13148/2","","28494970944","31-Mar-16","5,000.00","","5,46,64,680.43",
"31-Mar-16","CR820812289471/RMCPL14558/2","","28494938803","31-Mar-16","1,200.00","","5,46,63,480.43",
"31-Mar-16","CR820812289465/RMCPL18108/2","","28494915693","31-Mar-16","1,000.00","","5,46,62,480.43",
"31-Mar-16","CR820814318486/RMCPL20463/2","","28494866694","31-Mar-16","1,000.00","","5,46,61,480.43",
"31-Mar-16","CR820812296841/RMCPL11798/2","","28494945564","31-Mar-16","5,000.00","","5,46,56,480.43",
"31-Mar-16","CR820818371466/RMCPL22655/2","","28494917387","31-Mar-16","2,000.00","","5,46,54,480.43",
"31-Mar-16","MAW/502964XXXXXX6606/Karu","","28494914599","31-Mar-16","","1,700.00","5,46,56,180.43",
"31-Mar-16","MAW/502964XXXXXX6242/Pand","","28494864961","31-Mar-16","","900","5,46,57,080.43",
"31-Mar-16","TRF TO","Indiaforensic SERVICES I","28494958634","31-Mar-16","40,00,000.00","","5,06,57,080.43",
"31-Mar-16","TRF TO","Indiaforensic SERVICES I","28494915432","31-Mar-16","1,00,00,000.00","","4,06,57,080.43",
"31-Mar-16","AEPS INCOME DT 31-07-2018","","28494924075","31-Mar-16","","37,184.60","4,06,94,265.03",
"31-Mar-16","AEPS GST INC DT 31-07-201","","28494862210","31-Mar-16","","7,436.92","4,07,01,701.95",
"31-Mar-16","AEPS ACQ CR ADJ FEES 3107","","28494968158","31-Mar-16","120","","4,07,01,581.64",
"31-Mar-16","AEPS ACQ REP ADJ FEES 310","","28494953397","31-Mar-16","","38.35","4,07,01,619.99",
"31-Mar-16","NFS MICRO ATM SETT DT 310","","28494969772","31-Mar-16","","400","4,07,02,019.99",
"31-Mar-16","NFS MICRO ATM SETTLEMENT","","28494897933","31-Mar-16","","3,000.00","4,07,05,019.99",
"31-Mar-16","TRF TO","Indiaforensic SERVICES I","28494888469","31-Mar-16","5,00,000.00","","4,02,05,019.99",
"31-Mar-16","MAW/502964XXXXXX0812/Karu","","28494877098","31-Mar-16","","1,700.00","4,02,06,719.99",
"31-Mar-16","MAW/502964XXXXXX0628/Karu","","28494943659","31-Mar-16","","1,700.00","4,02,08,419.99",
"31-Mar-16","MAW/502964XXXXXX4940/Karu","","28494936198","31-Mar-16","","1,700.00","4,02,10,119.99",
"31-Mar-16","MAW/502964XXXXXX6685/Karu","","28494894470","31-Mar-16","","1,700.00","4,02,11,819.99",
"31-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494971432","31-Mar-16","","1,45,98,400.00","5,48,10,219.99",
"31-Mar-16","MAW/502964XXXXXX1302/Karu","","28494891564","31-Mar-16","","1,700.00","5,48,11,919.99",
"31-Mar-16","MAW/502964XXXXXX4464/Karu","","28494880953","31-Mar-16","","1,700.00","5,48,13,619.99",
"31-Mar-16","MAW/502964XXXXXX6052/Karu","","28494962065","31-Mar-16","","2,000.00","5,48,15,619.99",
"31-Mar-16","MAW/502964XXXXXX2945/NAGA","","28494929334","31-Mar-16","","600","5,48,16,219.99",
"31-Mar-16","MAW/502964XXXXXX5604/Karu","","28494956228","31-Mar-16","","1,700.00","5,48,17,919.99",
"31-Mar-16","MAW/502964XXXXXX4275/Karu","","28494899906","31-Mar-16","","600","5,48,18,519.99",
"31-Mar-16","TRF TO","Indiaforensic SERVICES I","28494902012","31-Mar-16","1,46,00,000.00","","4,02,18,519.99",
"31-Mar-16","MAW/502964XXXXXX9739/NAGA","","28494964733","31-Mar-16","","1,800.00","4,02,20,319.99",
"31-Mar-16","AEPS INCOME DT 01-08-2018","","28494949468","31-Mar-16","","36,988.00","4,02,57,307.99",
"01-Apr-16","AEPS GST INC DT 01-08-201","","28494930522","31-Mar-16","","7,397.60","4,02,64,705.59",
"02-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494866053","02-Apr-16","24","","4,02,64,681.99",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494875167","02-Apr-16","","1,53,48,300.00","5,56,12,981.99",
"02-Apr-16","CR821112966534/RMCPL2486930","","28494897877","02-Apr-16","1,000.00","","5,56,11,981.99",
"02-Apr-16","CR821111945364/RMCPL2659230","","28494863877","02-Apr-16","1,000.00","","5,56,10,981.99",
"02-Apr-16","CR821111938241/RMCPL0016630","","28494958573","02-Apr-16","500","","5,56,10,481.99",
"02-Apr-16","CR821117035979/RMCPL2459130","","28494968943","02-Apr-16","1,000.00","","5,56,09,481.99",
"02-Apr-16","CR821113987840/RMCPL1522730","","28494926728","02-Apr-16","2,000.00","","5,56,07,481.99",
"02-Apr-16","","bank settlement","0","02-Apr-16","1,000.00","","5,56,06,481.99",
"02-Apr-16","CR821110930443/RMCPL2123530","","28494909101","02-Apr-16","1,000.00","","5,56,05,481.99",
"02-Apr-16","CR821116029326/RMCPL2062830","","28494935035","02-Apr-16","10,000.00","","5,55,95,481.99",
"02-Apr-16","CR821118050110/RMCPL1234330","","28494862413","02-Apr-16","1,000.00","","5,55,94,481.99",
"02-Apr-16","CR821214263054/RMCPL2359231","","28494906388","02-Apr-16","2,000.00","","5,55,92,481.99",
"02-Apr-16","CR821211212373/RMCPL1495431","","28494866277","02-Apr-16","500","","5,55,91,981.99",
"02-Apr-16","CR821217324453/RMCPL2684531","","28494936065","02-Apr-16","1,800.00","","5,55,90,181.99",
"02-Apr-16","CR821212234463/RMCPL2286631","","28494932355","02-Apr-16","1,000.00","","5,55,89,181.99",
"02-Apr-16","CR821212234471/RMCPL1846631","","28494872367","02-Apr-16","4,000.00","","5,55,85,181.99",
"02-Apr-16","CR821219351166/RMCPL1550331","","28494894456","02-Apr-16","1,000.00","","5,55,84,181.99",
"02-Apr-16","CR821216296910/RMCPL2390631","","28494967786","02-Apr-16","600","","5,55,83,581.99",
"02-Apr-16","CR821215290412/RMCPL1113131","","28494968939","02-Apr-16","3,500.00","","5,55,80,081.99",
"02-Apr-16","TRFT O","Indiaforensic SERVICES I","28494922021","02-Apr-16","1,50,00,000.00","","4,05,80,081.99",
"02-Apr-16","MAW/502964XXXXXX1356/Karu","","28494888451","02-Apr-16","","1,100.00","4,05,81,181.99",
"02-Apr-16","MAW/502964XXXXXX3961/Karu","","28494965609","02-Apr-16","","1,900.00","4,05,83,081.99",
"02-Apr-16","MAW/502964XXXXXX4399/Karu","","28494950717","02-Apr-16","","1,800.00","4,05,84,881.99",
"02-Apr-16","MICRO ATM SETTLEMENT DT 0","","28494946569","02-Apr-16","","100","4,05,84,981.99",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494933811","02-Apr-16","3,00,000.00","","4,02,84,981.99",
"02-Apr-16","AEPS INCOME DT 02-08-2018","","28494868375","02-Apr-16","","38,834.96","4,03,23,816.95",
"02-Apr-16","AEPS GST INC DT 02-08-201","","28494877435","02-Apr-16","","7,766.99","4,03,31,583.94",
"02-Apr-16","AEPS ACQ CR ADJ FEES 0208","","28494939786","02-Apr-16","144","","4,03,31,439.98",
"02-Apr-16","AEPS ACQ REP ADJ FEES 020","","28494952234","02-Apr-16","","23.6","4,03,31,463.58",
"02-Apr-16","NFS MICROATMSETTLEMENTDT0","","28494888540","02-Apr-16","","100","4,03,31,563.58",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494958836","02-Apr-16","","1,53,58,000.00","5,56,89,563.58",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494892105","02-Apr-16","1,50,00,000.00","","4,06,89,563.58",
"02-Apr-16","NPCI SETT DIFF_030818_1","","28494895985","02-Apr-16","","100","4,06,89,663.58",
"02-Apr-16","MICRO ATM SETTLEMENT DT 0","","28494904920","02-Apr-16","","200","4,06,89,863.58",
"02-Apr-16","AEPS INCOME DT 03-08-2018","","28494932962","02-Apr-16","","38,639.78","4,07,28,503.36",
"02-Apr-16","AEPS GST INC DT 03-08-201","","28494863590","02-Apr-16","","7,727.96","4,07,36,231.32",
"02-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494894310","02-Apr-16","18","","4,07,36,213.62",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494877374","02-Apr-16","5,00,000.00","","4,02,36,213.62",
"02-Apr-16","MAW/502964XXXXXX4267/Karu","","28494918704","02-Apr-16","","1,800.00","4,02,38,013.62",
"02-Apr-16","MAW/502964XXXXXX3988/Karu","","28494876543","02-Apr-16","","1,800.00","4,02,39,813.62",
"02-Apr-16","MAW/502964XXXXXX2946/Karu","","28494894854","02-Apr-16","","1,800.00","4,02,41,613.62",
"02-Apr-16","MAW/502964XXXXXX2870/Karu","","28494964295","02-Apr-16","","1,800.00","4,02,43,413.62",
"02-Apr-16","MAW/502964XXXXXX6222/Karu","","28494959903","02-Apr-16","","1,800.00","4,02,45,213.62",
"02-Apr-16","MAW/502964XXXXXX3751/Karu","","28494938248","02-Apr-16","","1,800.00","4,02,47,013.62",
"02-Apr-16","MAW/502964XXXXXX5160/Karu","","28494941163","02-Apr-16","","1,800.00","4,02,48,813.62",
"02-Apr-16","MAW/502964XXXXXX2953/Karu","","28494903525","02-Apr-16","","1,800.00","4,02,50,613.62",
"02-Apr-16","MAW/502964XXXXXX4558/Karu","","28494938476","02-Apr-16","","1,600.00","4,02,52,213.62",
"02-Apr-16","MAW/502964XXXXXX2938/Karu","","28494915567","02-Apr-16","","1,800.00","4,02,54,013.62",
"02-Apr-16","MAW/502964XXXXXX1212/Cudd","","28494875249","02-Apr-16","","1,000.00","4,02,55,013.62",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494861690","02-Apr-16","","1,34,40,900.00","5,36,95,913.62",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494895566","02-Apr-16","","96,89,800.00","6,33,85,713.62",
"02-Apr-16","MAW/502964XXXXXX8477/Karu","","28494936724","02-Apr-16","","1,800.00","6,33,87,513.62",
"02-Apr-16","MAW/502964XXXXXX0485/Karu","","28494966474","02-Apr-16","","1,800.00","6,33,89,313.62",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494901597","02-Apr-16","1,50,00,000.00","","4,83,89,313.62",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494904290","02-Apr-16","81,00,000.00","","4,02,89,313.62",
"02-Apr-16","NPCI SETT DIFF_050818_1","","28494954829","02-Apr-16","","400","4,02,89,713.62",
"02-Apr-16","MAW/502964XXXXXX9734/NAGA","","28494863131","02-Apr-16","","700","4,02,90,413.62",
"02-Apr-16","AEPS INCOME DT 04-08-2018","","28494889480","02-Apr-16","","34,620.46","4,03,25,034.08",
"02-Apr-16","AEPS GST INC DT 04-08-201","","28494950351","02-Apr-16","","6,924.09","4,03,31,958.17",
"02-Apr-16","AEPS INCOME DT 05-08-2018","","28494874712","02-Apr-16","","25,551.09","4,03,57,509.26",
"02-Apr-16","AEPS GST INC DT 05-08-201","","28494894953","02-Apr-16","","5,110.22","4,03,62,619.48",
"02-Apr-16","MAW/502964XXXXXX4713/Karu","","28494922404","02-Apr-16","","1,600.00","4,03,64,219.48",
"02-Apr-16","MAW/502964XXXXXX7625/Karu","","28494868377","02-Apr-16","","5,800.00","4,03,70,019.48",
"02-Apr-16","MAW/502964XXXXXX7666/Karu","","28494885759","02-Apr-16","","2,800.00","4,03,72,819.48",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494891460","02-Apr-16","","1,40,60,800.00","5,44,33,619.48",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494887295","02-Apr-16","1,42,00,000.00","","4,02,33,619.48",
"02-Apr-16","AEPS INCOME DT 06-08-2018","","28494946890","02-Apr-16","","36,440.88","4,02,70,060.36",
"02-Apr-16","AEPS GST INC DT 06-08-201","","28494907932","02-Apr-16","","7,288.18","4,02,77,348.54",
"02-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494859821","02-Apr-16","58","","4,02,77,290.72",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494922030","02-Apr-16","","1,47,92,500.00","5,50,69,790.72",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494905170","02-Apr-16","1,00,00,000.00","","4,50,69,790.72",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494880181","02-Apr-16","40,00,000.00","","4,10,69,790.72",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494970779","02-Apr-16","5,00,000.00","","4,05,69,790.72",
"02-Apr-16","AEPS INCOME DT 07-08-2018","","28494913700","02-Apr-16","","39,377.51","4,06,09,168.23",
"02-Apr-16","AEPS GST INC DT 07-08-201","","28494953911","02-Apr-16","","7,875.50","4,06,17,043.73",
"02-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494933582","02-Apr-16","42","","4,06,17,001.25",
"02-Apr-16","AEPS ACQ REP ADJ FEES 070","","28494868409","02-Apr-16","","17.7","4,06,17,018.95",
"02-Apr-16","CB821415843979/RMCPL19766/0","","28494861270","02-Apr-16","1,500.00","","4,06,15,518.95",
"02-Apr-16","CB821410746099/RMCPL23513/0","","28494947276","02-Apr-16","3,000.00","","4,06,12,518.95",
"02-Apr-16","CB821412793337/RMCPL22583/0","","28494915014","02-Apr-16","2,300.00","","4,06,10,218.95",
"02-Apr-16","CB821512035170/RMCPL12343/0","","28494938626","02-Apr-16","2,700.00","","4,06,07,518.95",
"02-Apr-16","CB821513054925/RMCPL22148/0","","28494945431","02-Apr-16","1,500.00","","4,06,06,018.95",
"02-Apr-16","CB821617334805/RMCPL17395/0","","28494881740","02-Apr-16","6,000.00","","4,06,00,018.95",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494912321","02-Apr-16","3,00,000.00","","4,03,00,018.95",
"02-Apr-16","MAW/502964XXXXXX4347/Karu","","28494867763","02-Apr-16","","1,700.00","4,03,01,718.95",
"02-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494940380","02-Apr-16","","1,68,20,200.00","5,71,21,918.95",
"02-Apr-16","CR817815858416/RMCPL14406/2","","28494859843","02-Apr-16","5,000.00","","5,71,16,918.95",
"02-Apr-16","CR817815858350/RMCPL09619/2","","28494902571","02-Apr-16","4,000.00","","5,71,12,918.95",
"02-Apr-16","CR817815858354/RMCPL11966/2","","28494918096","02-Apr-16","3,100.00","","5,71,09,818.95",
"02-Apr-16","CR817817893314/RMCPL09768/2","","28494873553","02-Apr-16","1,700.00","","5,71,08,118.95",
"02-Apr-16","CR817812810359/RMCPL25450/2","","28494892685","02-Apr-16","500","","5,71,07,618.95",
"02-Apr-16","CR817812810342/RMCPL26592/2","","28494968299","02-Apr-16","1,500.00","","5,71,06,118.95",
"02-Apr-16","CR817812810343/RMCPL18216/2","","28494885456","02-Apr-16","2,000.00","","5,71,04,118.95",
"02-Apr-16","CR817810782985/RMCPL18915/2","","28494870406","02-Apr-16","500","","5,71,03,618.95",
"02-Apr-16","CR817818907786/RMCPL14700/2","","28494900462","02-Apr-16","500","","5,71,03,118.95",
"02-Apr-16","CR817812819549/RMCPL09536/2","","28494879663","02-Apr-16","1,000.00","","5,71,02,118.95",
"02-Apr-16","CR817812819572/RMCPL11613/2","","28494889813","02-Apr-16","3,000.00","","5,70,99,118.95",
"02-Apr-16","CR817812819568/RMCPL25428/2","","28494923946","02-Apr-16","1,000.00","","5,70,98,118.95",
"02-Apr-16","CR817812811520/RMCPL21021/2","","28494908088","02-Apr-16","1,800.00","","5,70,96,318.95",
"02-Apr-16","CR817810782993/RMCPL12604/2","","28494862767","02-Apr-16","4,000.00","","5,70,92,318.95",
"02-Apr-16","CR817818904413/RMCPL21965/2","","28494908162","02-Apr-16","2,000.00","","5,70,90,318.95",
"02-Apr-16","CR817812811801/RMCPL13680/2","","28494863623","02-Apr-16","1,000.00","","5,70,89,318.95",
"02-Apr-16","CR817812811795/RMCPL18729/2","","28494900832","02-Apr-16","500","","5,70,88,818.95",
"02-Apr-16","CR817810782975/RMCPL22488/2","","28494941440","02-Apr-16","1,000.00","","5,70,87,818.95",
"02-Apr-16","CR817710518442/RMCPL22799/2","","28494889253","02-Apr-16","500","","5,70,87,318.95",
"02-Apr-16","CR817714579462/RMCPL09726/2","","28494951700","02-Apr-16","1,000.00","","5,70,86,318.95",
"02-Apr-16","CR817710511413/RMCPL16684/2","","28494934838","02-Apr-16","3,600.00","","5,70,82,718.95",
"02-Apr-16","CR817710518871/RMCPL12826/2","","28494951214","02-Apr-16","5,000.00","","5,70,77,718.95",
"02-Apr-16","CR817710518547/RMCPL16908/2","","28494955913","02-Apr-16","500","","5,70,77,218.95",
"02-Apr-16","CR817710520808/RMCPL25095/2","","28494958903","02-Apr-16","4,000.00","","5,70,73,218.95",
"02-Apr-16","CR817710520804/RMCPL23968/2","","28494931253","02-Apr-16","1,000.00","","5,70,72,218.95",
"02-Apr-16","CR817710520779/RMCPL22038/2","","28494933273","02-Apr-16","5,000.00","","5,70,67,218.95",
"02-Apr-16","CR817716609893/RMCPL20143/2","","28494861739","02-Apr-16","1,000.00","","5,70,66,218.95",
"02-Apr-16","CR817716609868/RMCPL11611/2","","28494906657","02-Apr-16","1,000.00","","5,70,65,218.95",
"02-Apr-16","CR817716609869/RMCPL23345/2","","28494914456","02-Apr-16","1,000.00","","5,70,64,218.95",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494874287","02-Apr-16","1,50,00,000.00","","4,20,64,218.95",
"02-Apr-16","TRF TO","Indiaforensic SERVICES I","28494966442","02-Apr-16","18,00,000.00","","4,02,64,218.95",
"02-Apr-16","MAW/502964XXXXXX5347/Karu","","28494941860","02-Apr-16","","1,700.00","4,02,65,918.95",
"02-Apr-16","MAW/502964XXXXXX8487/Karu","","28494861624","02-Apr-16","","1,700.00","4,02,67,618.95",
"02-Apr-16","MAW/502964XXXXXX9291/Karu","","28494970069","02-Apr-16","","1,700.00","4,02,69,318.95",
"02-Apr-16","NFS MICRO ATM SETT DT 090","","28494874511","02-Apr-16","","100","4,02,69,418.95",
"02-Apr-16","MAW/502964XXXXXX7808/Karu","","28494975250","02-Apr-16","","1,700.00","4,02,71,118.95",
"02-Apr-16","MAW/502964XXXXXX7269/Karu","","28494916028","02-Apr-16","","1,700.00","4,02,72,818.95",
"02-Apr-16","MAW/502964XXXXXX4893/Karu","","28494970249","02-Apr-16","","1,700.00","4,02,74,518.95",
"02-Apr-16","MAW/502964XXXXXX3499/Karu","","28494881649","02-Apr-16","","1,700.00","4,02,76,218.95",
"02-Apr-16","MAW/502964XXXXXX4901/Karu","","28494872282","02-Apr-16","","1,700.00","4,02,77,918.95",
"02-Apr-16","AEPS INCOME DT 08-08-2018","","28494962904","02-Apr-16","","43,210.21","4,03,21,129.16",
"02-Apr-16","AEPS GST INC DT 08-08-201","","28494968737","02-Apr-16","","8,642.04","4,03,29,771.20",
"02-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494926656","02-Apr-16","9","","4,03,29,762.35",
"02-Apr-16","AEPS ACQ CR ADJ FEES 0808","","28494918904","02-Apr-16","254","","4,03,29,508.65",
"02-Apr-16","AEPS ACQ REP ADJ FEES 080","","28494959642","02-Apr-16","","17.7","4,03,29,526.35",
"02-Apr-16","MAW/502964XXXXXX3889/Karu","","28494941447","02-Apr-16","","1,800.00","4,03,31,326.35",
"02-Apr-16","MAW/502964XXXXXX8476/Vals","","28494871510","02-Apr-16","","4,000.00","4,03,35,326.35",
